user_id,current_plan_id,current_plan_price,tier,tenure_days,city_tier,segment,engagement_band,total_active_days,total_minutes,total_sessions,total_feature_events,usage_trend,days_last_week,pay_attempts,pay_failures,pay_failure_rate,last_activity_date,days_since_last_activity,touch_count,touch_clicked,touch_redeemed,will_churn_14d,as_of_date
U000076,PLN_BASIC,299.0,low,137,3,regular,high,28,360.71,18,34,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000077,PLN_BASIC,299.0,low,174,2,value,high,28,95.58,8,8,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000078,PLN_STD,499.0,mid,200,2,value,high,27,0.0,0,0,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000079,PLN_STD,499.0,mid,115,2,premium,high,28,725.6,45,64,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000080,PLN_BASIC,299.0,low,88,1,regular,high,28,533.54,29,54,-0.16666666666666696,5.5,2.0,1.0,0.5,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000081,PLN_BASIC,299.0,low,20,3,regular,high,20,461.23,21,55,1.0,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000082,PLN_STD,499.0,mid,147,2,regular,high,26,466.44,30,49,0.5,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000083,PLN_BASIC,299.0,low,216,2,regular,high,27,0.0,0,0,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,2.0,1.0,0.0,1,2026-01-16
U000084,PLN_BASIC,299.0,low,47,3,regular,high,28,262.14,17,29,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000085,PLN_STD,499.0,mid,98,3,value,high,28,121.28999999999999,13,16,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000086,PLN_BASIC,299.0,low,81,3,regular,high,28,481.68,32,37,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000087,PLN_STD,499.0,mid,232,1,regular,high,28,649.98,39,75,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000088,PLN_BASIC,299.0,low,178,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000089,PLN_PREM,799.0,high,64,3,regular,high,28,547.7,43,62,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000090,PLN_BASIC,299.0,low,48,2,value,high,28,144.16,12,18,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000091,PLN_BASIC,299.0,low,147,1,regular,high,27,407.43,24,53,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000092,PLN_STD,499.0,mid,55,3,regular,high,27,458.02,35,39,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000093,PLN_STD,499.0,mid,45,2,regular,high,26,821.26,48,90,-1.166666666666667,4.5,0.0,0.0,0.0,2026-01-14,2,1.0,1.0,0.0,0,2026-01-16
U000094,PLN_BASIC,299.0,low,159,2,regular,high,28,380.96000000000004,27,39,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000095,PLN_PREM,799.0,high,31,3,premium,high,28,763.54,41,91,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000096,PLN_STD,499.0,mid,184,2,regular,high,28,678.3,38,66,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000097,PLN_PREM,799.0,high,196,2,regular,high,28,234.19,15,22,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000098,PLN_PREM,799.0,high,85,2,regular,high,28,610.53,37,70,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000099,PLN_BASIC,299.0,low,97,2,value,high,28,176.05,9,19,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000100,PLN_BASIC,299.0,low,221,1,value,high,28,323.95,23,31,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000101,PLN_STD,499.0,mid,47,3,regular,high,28,306.34000000000003,19,30,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000102,PLN_STD,499.0,mid,206,3,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000103,PLN_BASIC,299.0,low,54,2,value,high,27,49.34,3,6,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,1,2026-01-16
U000104,PLN_STD,499.0,mid,255,2,regular,high,28,457.19,34,42,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000105,PLN_STD,499.0,mid,56,3,regular,high,28,451.87,36,48,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000106,PLN_BASIC,299.0,low,59,1,value,high,28,157.74,14,14,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000107,PLN_BASIC,299.0,low,61,2,regular,high,27,5.37,1,1,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000108,PLN_BASIC,299.0,low,90,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000109,PLN_STD,499.0,mid,138,2,regular,high,28,452.1,35,44,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000110,PLN_BASIC,299.0,low,80,1,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000111,PLN_STD,499.0,mid,187,2,regular,high,28,325.35,21,35,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000112,PLN_BASIC,299.0,low,61,2,value,high,28,321.05,21,34,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000113,PLN_BASIC,299.0,low,117,2,regular,high,28,414.68,27,38,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,1,2026-01-16
U000114,PLN_BASIC,299.0,low,141,1,value,high,28,223.79,17,22,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000115,PLN_STD,499.0,mid,130,2,premium,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000116,PLN_STD,499.0,mid,114,2,value,high,28,318.55,26,33,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000117,PLN_PREM,799.0,high,247,1,regular,high,28,415.71,26,32,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000118,PLN_BASIC,299.0,low,221,1,value,high,27,201.61,19,25,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000119,PLN_STD,499.0,mid,195,1,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000120,PLN_BASIC,299.0,low,228,2,regular,high,28,639.3,44,63,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000121,PLN_BASIC,299.0,low,146,1,value,high,28,209.99,21,25,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000122,PLN_BASIC,299.0,low,89,3,value,high,27,215.76,18,29,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-14,2,0.0,0.0,0.0,0,2026-01-16
U000123,PLN_BASIC,299.0,low,92,2,value,high,28,280.59000000000003,21,31,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000124,PLN_BASIC,299.0,low,138,3,value,high,28,109.83,10,14,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000125,PLN_PREM,799.0,high,42,3,premium,high,27,952.7900000000001,57,86,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000126,PLN_STD,499.0,mid,115,1,regular,high,28,512.17,34,45,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000127,PLN_BASIC,299.0,low,237,2,value,high,28,533.7618977294959,29,37,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000128,PLN_PREM,799.0,high,64,3,premium,high,27,863.06,47,93,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000129,PLN_BASIC,299.0,low,112,2,value,high,27,63.12,5,9,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000130,PLN_STD,499.0,mid,97,2,regular,high,27,0.0,0,0,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000131,PLN_STD,499.0,mid,115,2,regular,high,28,568.1,37,58,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000132,PLN_PREM,799.0,high,118,1,premium,high,28,646.92,35,58,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000133,PLN_PREM,799.0,high,234,2,regular,high,28,521.43,38,64,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000134,PLN_STD,499.0,mid,116,3,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000135,PLN_STD,499.0,mid,57,3,premium,high,26,817.62,49,95,-0.33333333333333304,5.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000136,PLN_BASIC,299.0,low,180,1,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000137,PLN_PREM,799.0,high,105,2,premium,high,28,907.55,56,87,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000138,PLN_STD,499.0,mid,249,2,regular,high,28,537.6,42,58,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000139,PLN_PREM,799.0,high,169,3,premium,high,27,983.53,69,86,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000140,PLN_BASIC,299.0,low,147,1,value,high,28,314.77,18,26,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000141,PLN_BASIC,299.0,low,10,3,value,high,10,20.57,2,2,5.0,5.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000142,PLN_STD,499.0,mid,203,3,regular,high,28,363.7,25,35,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000143,PLN_BASIC,299.0,low,187,1,regular,high,28,490.04,30,45,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000144,PLN_STD,499.0,mid,154,1,regular,high,26,475.34,30,43,-0.33333333333333304,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000145,PLN_STD,499.0,mid,7,3,premium,high,7,200.51999999999998,11,21,3.5,3.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000146,PLN_PREM,799.0,high,42,1,regular,high,28,236.69,12,29,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000147,PLN_BASIC,299.0,low,248,2,value,high,26,0.0,0,0,-0.33333333333333304,5.0,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
