user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,tenure_days,current_plan_id,plan_name,tier,current_plan_price,lifetime_paid_months,last_active_date,engagement_band,avg_active_days,avg_minutes_week,sub_status,sub_end,is_churned
U000046,2026-01-03,2,regular,mobile,paid_social,13,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,7.0,137.425,active,2026-01-30,0
U000047,2025-08-24,1,regular,mobile,search,145,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,332.716312874164,active,2026-01-30,0
U000048,2025-12-15,1,regular,mobile,paid_social,32,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,108.815,cancelled,2026-01-20,1
U000049,2025-10-22,2,regular,web,organic,86,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,156.96,active,2026-01-30,0
U000050,2025-11-16,2,value,mobile,search,61,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,3.135,expired,2025-12-23,1
U000051,2025-11-11,1,value,web,organic,66,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,93.1925,active,2026-01-30,0
U000052,2025-06-22,2,value,web,organic,208,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,63.24,active,2026-01-30,0
U000053,2025-08-04,3,value,web,organic,165,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-10-06,1
U000054,2025-08-30,2,value,web,organic,139,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-10-31,1
U000055,2025-09-06,3,value,mobile,referral,132,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,0.0,cancelled,2025-11-05,1
U000056,2025-05-15,3,value,web,search,246,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,81.205,active,2026-01-30,0
U000057,2025-09-19,2,regular,mobile,organic,119,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,181.2975,active,2026-01-30,0
U000058,2025-06-12,2,regular,mobile,referral,218,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-13,1
U000059,2025-11-07,1,premium,web,email,70,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-07,1
U000060,2025-10-23,3,regular,mobile,referral,85,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,227.07,active,2026-01-30,0
U000061,2025-12-22,2,regular,web,referral,25,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.0,138.1975,active,2026-01-30,0
U000062,2025-11-07,3,value,mobile,email,70,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,65.4725,active,2026-01-30,0
U000063,2025-08-05,2,regular,mobile,paid_social,164,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,194.285,active,2026-01-30,0
U000064,2026-01-02,1,value,web,email,14,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,7.25,35.167500000000004,cancelled,2026-01-30,1
U000065,2025-08-16,1,regular,mobile,email,153,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,204.14249999999998,active,2026-01-30,0
U000066,2025-07-25,2,regular,web,organic,175,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,181.45,active,2026-01-30,0
U000067,2025-12-18,2,regular,web,referral,29,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,192.74,active,2026-01-30,0
U000068,2025-08-05,1,value,mobile,referral,164,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,100.7975,active,2026-01-30,0
U000069,2025-05-24,2,regular,web,paid_social,237,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,7.6274999999999995,expired,2025-12-27,1
U000070,2025-08-30,3,regular,mobile,referral,139,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-04,1
U000071,2025-11-20,2,regular,web,search,57,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,7.4875,cancelled,2025-12-25,1
U000072,2025-06-21,2,regular,web,search,209,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,169.1925,active,2026-01-30,0
U000073,2025-08-29,1,regular,mobile,paid_social,140,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,169.84,active,2026-01-30,0
U000074,2025-06-06,3,value,web,paid_social,224,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,98.3425,active,2026-01-30,0
U000075,2025-10-24,2,regular,mobile,referral,84,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,194.3525,active,2026-01-30,0
U000076,2025-09-01,3,regular,web,referral,137,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,155.85,active,2026-01-30,0
U000077,2025-07-26,2,value,mobile,paid_social,174,PLN_BASIC,Basic,low,299.0,1,2026-01-29,high,10.5,23.895,cancelled,2026-01-24,1
U000078,2025-06-30,2,value,mobile,email,200,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-11-01,1
U000079,2025-09-23,2,premium,web,organic,115,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,277.8825,active,2026-01-30,0
U000080,2025-10-20,1,regular,web,email,88,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,198.16,active,2026-01-30,0
U000081,2025-12-27,3,regular,web,organic,20,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,8.75,183.7625,active,2026-01-30,0
U000082,2025-08-22,2,regular,mobile,search,147,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,206.9475,active,2026-01-30,0
U000083,2025-06-14,2,regular,web,organic,216,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-12-15,1
U000084,2025-11-30,3,regular,web,search,47,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,65.535,expired,2026-01-03,1
U000085,2025-10-10,3,value,mobile,search,98,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,57.4,active,2026-01-30,0
U000086,2025-10-27,3,regular,web,organic,81,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,182.615,active,2026-01-30,0
U000087,2025-05-29,1,regular,web,paid_social,232,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,243.6175,active,2026-01-30,0
U000088,2025-07-22,2,value,web,paid_social,178,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-25,1
U000089,2025-11-13,3,regular,web,organic,64,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,207.625,active,2026-01-30,0
U000090,2025-11-29,2,value,mobile,paid_social,48,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,50.387499999999996,active,2026-01-30,0
U000091,2025-08-22,1,regular,mobile,organic,147,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,158.865,active,2026-01-30,0
U000092,2025-11-22,3,regular,mobile,organic,55,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,166.7425,active,2026-01-30,0
U000093,2025-12-02,2,regular,mobile,organic,45,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,276.5525,active,2026-01-30,0
U000094,2025-08-10,2,regular,web,paid_social,159,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,163.5425,active,2026-01-30,0
U000095,2025-12-16,3,premium,web,paid_social,31,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,320.1175,active,2026-01-30,0
U000096,2025-07-16,2,regular,mobile,paid_social,184,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,247.9325,active,2026-01-30,0
U000097,2025-07-04,2,regular,mobile,referral,196,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,117.1725,active,2026-01-30,0
U000098,2025-10-23,2,regular,mobile,paid_social,85,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,169.385,cancelled,2026-01-25,1
U000099,2025-10-11,2,value,web,referral,97,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,88.6875,active,2026-01-30,0
U000100,2025-06-09,1,value,mobile,email,221,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,98.225,active,2026-01-30,0
U000101,2025-11-30,3,regular,mobile,search,47,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,192.25171929737664,active,2026-01-30,0
U000102,2025-06-24,3,value,mobile,organic,206,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-25,1
U000103,2025-11-23,2,value,mobile,organic,54,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,12.335,cancelled,2025-12-24,1
U000104,2025-05-06,2,regular,web,paid_social,255,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,182.1375,active,2026-01-30,0
U000105,2025-11-21,3,regular,web,search,56,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,139.935,active,2026-01-30,0
U000106,2025-11-18,1,value,web,organic,59,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,43.775,cancelled,2026-01-18,1
U000107,2025-11-16,2,regular,web,referral,61,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,1.3425,cancelled,2025-12-23,1
U000108,2025-10-18,2,regular,mobile,email,90,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-11-19,1
U000109,2025-08-31,2,regular,web,organic,138,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,156.685,active,2026-01-30,0
U000110,2025-10-28,1,value,web,organic,80,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-04,1
U000111,2025-07-13,2,regular,web,organic,187,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,142.315,active,2026-01-30,0
U000112,2025-11-16,2,value,mobile,search,61,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,95.24,active,2026-01-30,0
U000113,2025-09-21,2,regular,web,referral,117,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,114.0125,cancelled,2026-01-24,1
U000114,2025-08-28,1,value,web,paid_social,141,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,80.09,active,2026-01-30,0
U000115,2025-09-08,2,premium,mobile,organic,130,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-10-13,1
U000116,2025-09-24,2,value,web,search,114,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,123.0625,active,2026-01-30,0
U000117,2025-05-14,1,regular,web,organic,247,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,183.5575,active,2026-01-30,0
U000118,2025-06-09,1,value,web,search,221,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,75.2675,active,2026-01-30,0
U000119,2025-07-05,1,regular,mobile,search,195,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-06,1
U000120,2025-06-02,2,regular,mobile,paid_social,228,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,244.6575,active,2026-01-30,0
U000121,2025-08-23,1,value,mobile,search,146,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,84.495,active,2026-01-30,0
U000122,2025-10-19,3,value,web,referral,89,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,69.4125,active,2026-01-30,0
U000123,2025-10-16,2,value,mobile,organic,92,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,101.005,active,2026-01-30,0
U000124,2025-08-31,3,value,mobile,paid_social,138,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,63.0875,active,2026-01-30,0
U000125,2025-12-05,3,premium,web,organic,42,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,408.1475,active,2026-01-30,0
U000126,2025-09-23,1,regular,unknown,organic,115,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,188.48,active,2026-01-30,0
U000127,2025-05-24,2,value,web,referral,237,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,161.26047443237397,active,2026-01-30,0
U000128,2025-11-13,3,premium,mobile,paid_social,64,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,284.1275,active,2026-01-30,0
U000129,2025-09-26,2,value,web,organic,112,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,19.9575,active,2026-01-30,0
U000130,2025-10-11,2,regular,web,search,97,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-11-13,1
U000131,2025-09-23,2,regular,mobile,paid_social,115,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,206.2825,active,2026-01-30,0
U000132,2025-09-20,1,premium,mobile,email,118,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,288.3225,active,2026-01-30,0
U000133,2025-05-27,2,regular,mobile,paid_social,234,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,182.4725,active,2026-01-30,0
U000134,2025-09-22,3,regular,mobile,organic,116,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-29,1
U000135,2025-11-20,3,premium,web,search,57,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,347.345,active,2026-01-30,0
U000136,2025-07-20,1,value,mobile,organic,180,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-09-22,1
U000137,2025-10-03,2,premium,unknown,organic,105,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,299.9025,active,2026-01-30,0
U000138,2025-05-12,2,regular,web,paid_social,249,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,196.3525,active,2026-01-30,0
U000139,2025-07-31,3,premium,mobile,paid_social,169,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.25,374.845,active,2026-01-30,0
U000140,2025-08-22,1,value,web,organic,147,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,100.4425,active,2026-01-30,0
U000141,2026-01-06,3,value,web,referral,10,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,6.25,49.817499999999995,active,2026-01-30,0
U000142,2025-06-27,3,regular,mobile,paid_social,203,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,161.6875,active,2026-01-30,0
U000143,2025-07-13,1,regular,web,paid_social,187,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,335.1541469863789,active,2026-01-30,0
U000144,2025-08-15,1,regular,web,organic,154,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,180.9575,active,2026-01-30,0
U000145,2026-01-09,3,premium,mobile,search,7,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,5.25,131.34,active,2026-01-30,0
U000146,2025-12-05,1,regular,mobile,organic,42,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,59.1725,cancelled,2026-01-09,1
U000147,2025-05-13,2,value,mobile,organic,248,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,0.0,cancelled,2025-12-13,1
U000148,2025-07-02,3,regular,web,organic,198,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,expired,2025-12-02,1
U000149,2025-11-27,2,value,mobile,organic,50,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,72.8925,expired,2026-01-28,1
U000150,2025-05-19,2,value,mobile,organic,242,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,88.295,active,2026-01-30,0
U000151,2025-12-05,2,value,web,organic,42,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,89.28,active,2026-01-30,0
U000152,2025-07-14,1,regular,web,email,186,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,203.83,active,2026-01-30,0
U000153,2025-12-21,3,regular,web,referral,26,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,244.9,active,2026-01-30,0
U000154,2025-07-17,2,regular,web,search,183,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-09-22,1
U000155,2025-08-22,1,value,web,email,147,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,12.775,cancelled,2025-12-26,1
U000156,2025-10-18,2,regular,mobile,organic,90,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,157.0475,active,2026-01-30,0
U000157,2025-06-05,3,regular,mobile,search,225,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,183.1925,active,2026-01-30,0
U000158,2025-09-21,1,premium,web,referral,117,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,304.5725,active,2026-01-30,0
U000159,2025-09-08,3,regular,mobile,search,130,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-11,1
U000160,2025-11-17,2,regular,web,organic,60,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,130.755,cancelled,2026-01-16,1
U000161,2026-01-10,3,regular,web,search,6,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,5.25,57.9775,active,2026-01-30,0
U000162,2025-10-18,3,regular,mobile,search,90,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-11-20,1
U000163,2025-08-15,3,premium,web,paid_social,154,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,231.51749999999998,active,2026-01-30,0
U000164,2025-08-15,3,regular,mobile,search,154,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,211.46,active,2026-01-30,0
U000165,2025-08-17,1,regular,web,search,152,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,200.4025,active,2026-01-30,0
U000166,2025-11-25,3,value,web,organic,52,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,12.43,expired,2026-01-24,1
U000167,2025-07-24,2,regular,web,search,176,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,221.57500000000002,active,2026-01-30,0
U000168,2025-06-15,2,regular,web,organic,215,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,expired,2025-07-20,1
U000169,2025-07-27,3,regular,mobile,referral,173,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,152.4675,active,2026-01-30,0
U000170,2025-05-10,3,regular,mobile,paid_social,251,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,210.45,active,2026-01-30,0
U000171,2025-05-31,2,value,web,search,230,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,64.64750000000001,active,2026-01-30,0
U000172,2025-05-27,2,premium,web,paid_social,234,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,321.26,active,2026-01-30,0
U000173,2025-11-14,2,value,mobile,organic,63,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,84.5325,active,2026-01-30,0
U000174,2025-11-02,2,premium,mobile,search,75,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,264.49,active,2026-01-30,0
U000175,2025-10-26,2,value,web,search,82,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,58.71,active,2026-01-30,0
U000176,2025-08-28,2,regular,web,search,141,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,164.4925,active,2026-01-30,0
U000177,2025-10-31,1,regular,web,paid_social,77,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,175.76749999999998,active,2026-01-30,0
U000178,2025-06-14,1,regular,web,email,216,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,220.67249999999999,active,2026-01-30,0
U000179,2025-12-17,3,value,web,search,30,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,84.455,active,2026-01-30,0
U000180,2025-09-07,2,premium,web,search,131,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,348.69,active,2026-01-30,0
U000181,2025-12-26,3,regular,web,paid_social,21,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,9.0,168.79,cancelled,2026-01-30,1
U000182,2025-06-12,2,regular,web,organic,218,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,47.515,cancelled,2026-01-08,1
U000183,2025-09-06,1,regular,web,organic,132,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,150.815,active,2026-01-30,0
U000184,2025-10-26,1,value,mobile,email,82,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,60.655,active,2026-01-30,0
U000185,2025-09-06,1,regular,mobile,referral,132,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,230.73,active,2026-01-30,0
U000186,2025-08-24,3,value,web,email,145,PLN_BASIC,Basic,low,299.0,1,2026-01-29,high,10.25,45.85,active,2026-01-30,0
U000187,2025-06-15,1,value,web,organic,215,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,91.33,active,2026-01-30,0
