user_id,churn_prob,risk_band,current_plan_price
U000510,0.9983040965872837,High,299.0
U001251,0.9983040965872837,High,299.0
U002474,0.9983040965872837,High,299.0
U002241,0.9983040965872837,High,299.0
U002496,0.9983040965872837,High,299.0
U000272,0.998194371240282,High,299.0
U002329,0.998194371240282,High,299.0
U000848,0.998194371240282,High,299.0
U002466,0.998062344038647,High,299.0
U002392,0.998062344038647,High,299.0
U000976,0.998062344038647,High,299.0
U000457,0.9978247641699491,High,299.0
U001582,0.9976904365638203,High,499.0
U002013,0.9976904365638203,High,499.0
U001911,0.9976904365638203,High,499.0
U000604,0.9976588007315604,High,299.0
U002378,0.997632038049945,High,299.0
U000233,0.9975210537680845,High,299.0
U002203,0.9975210537680845,High,299.0
U001038,0.9975210537680845,High,299.0
U002223,0.9975210537680845,High,299.0
U001624,0.9975210537680845,High,299.0
U001294,0.9975210537680845,High,299.0
U001104,0.9974686302571055,High,299.0
U001946,0.9971859948178348,High,299.0
U001612,0.9970650869500188,High,299.0
U000386,0.9968762390108976,High,299.0
U001642,0.9959264985906419,High,299.0
U001395,0.995,High,499.0
U000750,0.995,High,799.0
U001656,0.995,High,299.0
U000221,0.995,High,499.0
U000078,0.995,High,499.0
U000357,0.995,High,799.0
U000147,0.994930737393361,High,299.0
U001528,0.9945964566929135,High,799.0
U000352,0.9935243236967375,High,499.0
U001683,0.9935243236967375,High,499.0
U000839,0.9935243236967375,High,499.0
U000501,0.9933976534008185,High,299.0
U001709,0.9933040965872837,High,299.0
U002182,0.993062344038647,High,299.0
U000032,0.9926904365638203,High,499.0
U000866,0.99,High,499.0
U002007,0.99,High,499.0
U001944,0.99,High,799.0
U002428,0.99,High,499.0
U001237,0.99,High,299.0
U000050,0.99,High,499.0
U001487,0.99,High,299.0
U002324,0.99,High,499.0
U002322,0.99,High,499.0
U000679,0.99,High,499.0
U000567,0.99,High,799.0
U002226,0.99,High,499.0
U000678,0.9896568992160898,High,299.0
U002442,0.9883564564977877,High,299.0
U000707,0.988194371240282,High,299.0
U002015,0.9876904365638203,High,499.0
U002351,0.9876904365638203,High,499.0
U000148,0.9876904365638203,High,499.0
U001041,0.9876904365638203,High,499.0
U001754,0.9876904365638203,High,499.0
U001398,0.9876904365638203,High,499.0
U001347,0.9876904365638203,High,499.0
U001897,0.9876904365638203,High,499.0
U000312,0.9876904365638203,High,499.0
U000478,0.9876006574587405,High,299.0
U000036,0.985,High,499.0
U000767,0.985,High,499.0
U000779,0.985,High,499.0
U000630,0.985,High,499.0
U001767,0.985,High,499.0
U001819,0.985,High,299.0
U001768,0.985,High,499.0
U000978,0.985,High,499.0
U000986,0.985,High,499.0
U000743,0.985,High,499.0
U000115,0.985,High,499.0
U000413,0.985,High,499.0
U001937,0.985,High,499.0
U002110,0.985,High,499.0
U000400,0.985,High,499.0
U001631,0.985,High,499.0
U001568,0.985,High,499.0
U001204,0.985,High,499.0
U000054,0.985,High,499.0
U001322,0.985,High,499.0
U001669,0.985,High,499.0
U001629,0.985,High,499.0
U001551,0.985,High,499.0
U001344,0.985,High,499.0
U001008,0.985,High,499.0
U001698,0.985,High,299.0
U001720,0.985,High,499.0
U002414,0.9835243236967375,High,499.0
U001068,0.9835243236967375,High,499.0
U001200,0.9835243236967375,High,499.0
U001505,0.9835243236967375,High,499.0
U001199,0.9835243236967375,High,499.0
U001120,0.9835243236967375,High,499.0
U002109,0.9835243236967375,High,499.0
U000162,0.9835243236967375,High,499.0
U002382,0.9835243236967375,High,499.0
U000134,0.9835243236967375,High,499.0
U002325,0.9835243236967375,High,499.0
U002301,0.9835243236967375,High,499.0
U000188,0.9835243236967375,High,499.0
U000617,0.9835243236967375,High,499.0
U000130,0.9835243236967375,High,499.0
U000500,0.9835243236967375,High,499.0
U002118,0.9835243236967375,High,499.0
U000394,0.9835243236967375,High,499.0
U001924,0.9835243236967375,High,499.0
U002027,0.9835243236967375,High,499.0
U001919,0.9835243236967375,High,499.0
U000573,0.9835243236967375,High,499.0
U001225,0.9835243236967375,High,499.0
U000648,0.9835243236967375,High,499.0
U001794,0.9835243236967375,High,499.0
U001672,0.9835243236967375,High,499.0
U001739,0.9835243236967375,High,499.0
U001831,0.9835243236967375,High,499.0
U000698,0.9835243236967375,High,499.0
U001159,0.9835243236967375,High,499.0
U002214,0.9828660047466342,High,299.0
U000782,0.98,High,499.0
U001118,0.98,High,499.0
U002434,0.98,High,499.0
U000332,0.98,High,499.0
U002065,0.98,High,499.0
U002012,0.98,High,499.0
U000481,0.98,High,499.0
U000069,0.98,High,799.0
U000633,0.98,High,499.0
U001795,0.9776904365638203,High,499.0
U000083,0.975,High,299.0
U000277,0.9726904365638203,High,499.0
U001527,0.9726904365638203,High,499.0
U001796,0.9715252396057653,High,299.0
U001644,0.97,High,499.0
U000549,0.965,High,799.0
U002179,0.965,High,799.0
U000657,0.965,High,799.0
U001782,0.965,High,799.0
U000869,0.965,High,799.0
U001680,0.965,High,499.0
U001202,0.965,High,499.0
U001248,0.965,High,799.0
U000026,0.96,High,799.0
U001151,0.96,High,299.0
U001316,0.96,High,799.0
U001196,0.96,High,799.0
U001189,0.96,High,299.0
U000842,0.96,High,499.0
U001011,0.96,High,799.0
U002191,0.96,High,799.0
U000154,0.96,High,799.0
U002018,0.96,High,799.0
U000484,0.96,High,799.0
U000597,0.96,High,799.0
U001992,0.96,High,799.0
U001888,0.96,High,799.0
U001849,0.96,High,799.0
U001846,0.96,High,799.0
U001902,0.96,High,799.0
U000760,0.96,High,499.0
U000627,0.96,High,799.0
U000652,0.955,High,299.0
U000738,0.955,High,299.0
U000407,0.955,High,799.0
U000242,0.955,High,299.0
U002473,0.955,High,299.0
U000059,0.955,High,799.0
U000034,0.955,High,299.0
U000042,0.955,High,299.0
U001510,0.955,High,299.0
U000789,0.955,High,299.0
U002256,0.955,High,299.0
U000228,0.955,High,299.0
U002136,0.9530623440386471,High,299.0
U000244,0.9530623440386471,High,299.0
U002335,0.9530623440386471,High,299.0
U002384,0.9530623440386471,High,299.0
U001437,0.9530623440386471,High,299.0
U001952,0.9530623440386471,High,299.0
U001838,0.9530623440386471,High,299.0
U000622,0.9530623440386471,High,299.0
U002350,0.9530623440386471,High,299.0
U002069,0.9530623440386471,High,299.0
U002185,0.9530623440386471,High,299.0
U001915,0.9530623440386471,High,299.0
U002236,0.9530623440386471,High,299.0
U002298,0.9530623440386471,High,299.0
U001554,0.9530623440386471,High,299.0
U001638,0.9530623440386471,High,299.0
U000809,0.9530623440386471,High,299.0
U001731,0.9530623440386471,High,299.0
U000954,0.9530623440386471,High,299.0
U000883,0.9530623440386471,High,299.0
U000757,0.95,High,299.0
U000070,0.95,High,299.0
U001071,0.95,High,299.0
U001098,0.95,High,299.0
U002154,0.95,High,299.0
U001618,0.945,High,299.0
U001367,0.945,High,299.0
U001444,0.945,High,299.0
U001391,0.945,High,299.0
U001572,0.945,High,299.0
U001034,0.945,High,299.0
U002437,0.945,High,299.0
U000027,0.945,High,299.0
U001338,0.945,High,299.0
U000613,0.945,High,299.0
U001327,0.945,High,299.0
U000159,0.945,High,299.0
U002064,0.945,High,299.0
U001771,0.945,High,299.0
U000855,0.945,High,299.0
U000850,0.945,High,299.0
U002327,0.945,High,299.0
U000291,0.945,High,299.0
U000108,0.945,High,299.0
U000335,0.945,High,299.0
U002254,0.9433388106603598,High,299.0
U001997,0.9433388106603598,High,299.0
U002059,0.9433388106603598,High,299.0
U001236,0.9433388106603598,High,299.0
U000317,0.9433388106603598,High,299.0
U000798,0.9433040965872838,High,299.0
U000053,0.9433040965872838,High,299.0
U002374,0.9433040965872838,High,299.0
U000110,0.9433040965872838,High,299.0
U000136,0.9433040965872838,High,299.0
U000190,0.9433040965872838,High,299.0
U000236,0.9433040965872838,High,299.0
U000231,0.9433040965872838,High,299.0
U000227,0.9433040965872838,High,299.0
U000406,0.9433040965872838,High,299.0
U002130,0.9433040965872838,High,299.0
U002124,0.9433040965872838,High,299.0
U000289,0.9433040965872838,High,299.0
U000298,0.9433040965872838,High,299.0
U002083,0.9433040965872838,High,299.0
U001701,0.9433040965872838,High,299.0
U000795,0.9433040965872838,High,299.0
U002342,0.9433040965872838,High,299.0
U002023,0.9433040965872838,High,299.0
U002062,0.9433040965872838,High,299.0
U000393,0.9433040965872838,High,299.0
U001932,0.9433040965872838,High,299.0
U001942,0.9433040965872838,High,299.0
U000424,0.9433040965872838,High,299.0
U002193,0.9433040965872838,High,299.0
U002237,0.9433040965872838,High,299.0
U000088,0.9433040965872838,High,299.0
U000554,0.9433040965872838,High,299.0
U000681,0.9433040965872838,High,299.0
U000468,0.9433040965872838,High,299.0
U000450,0.9433040965872838,High,299.0
U001000,0.9433040965872838,High,299.0
U001580,0.9433040965872838,High,299.0
U001089,0.9433040965872838,High,299.0
U001297,0.9433040965872838,High,299.0
U001365,0.9433040965872838,High,299.0
U001410,0.9433040965872838,High,299.0
U001066,0.9433040965872838,High,299.0
U001160,0.9433040965872838,High,299.0
U001400,0.9433040965872838,High,299.0
U001480,0.9433040965872838,High,299.0
U000044,0.9433040965872838,High,299.0
U002485,0.9433040965872838,High,299.0
U001562,0.9433040965872838,High,299.0
U000973,0.9433040965872838,High,299.0
U000995,0.9433040965872838,High,299.0
U000994,0.9433040965872838,High,299.0
U000525,0.9433040965872838,High,299.0
U000628,0.9433040965872838,High,299.0
U000706,0.9433040965872838,High,299.0
U002425,0.94,High,299.0
U001774,0.94,High,299.0
U000420,0.94,High,299.0
U002276,0.94,High,799.0
U000071,0.9376904365638202,High,499.0
U000107,0.935,High,299.0
U000321,0.935,High,299.0
U002217,0.935,High,299.0
U000634,0.935,High,299.0
U001306,0.9336949445732035,High,299.0
U001244,0.9336949445732035,High,299.0
U001235,0.9336949445732035,High,299.0
U000496,0.9336949445732035,High,299.0
U002361,0.9336949445732035,High,299.0
U001875,0.9336949445732035,High,299.0
U002066,0.92,High,299.0
U001650,0.9180623440386471,High,299.0
U000055,0.9136949445732034,High,299.0
U001186,0.913405444822557,High,299.0
U002078,0.913405444822557,High,299.0
U000878,0.913405444822557,High,299.0
U001209,0.913405444822557,High,299.0
U001411,0.91,High,499.0
U001082,0.9099333658378026,High,299.0
U000309,0.9035243236967375,High,499.0
U001750,0.89,High,499.0
U001107,0.8881272772939006,High,299.0
U002288,0.885,High,499.0
U000326,0.8822733517725606,High,299.0
U001092,0.875,High,299.0
U001928,0.8704360641697859,High,299.0
U001346,0.87,High,499.0
U002035,0.8699333658378027,High,299.0
U001314,0.8634054448225571,High,299.0
U002031,0.86,High,799.0
U001404,0.8533388106603599,High,299.0
U001101,0.8533388106603599,High,299.0
U000805,0.85,High,299.0
U001426,0.8430623440386471,High,299.0
U001773,0.84,High,799.0
U000863,0.8331356605096255,High,499.0
U002172,0.8330623440386471,High,299.0
U002005,0.8330623440386471,High,299.0
U000524,0.83,High,799.0
U000103,0.8284054448225571,High,299.0
U001045,0.8270045720231,High,299.0
U001970,0.8240963458131381,High,299.0
U000676,0.8120045720231,High,299.0
U001764,0.8033388106603598,High,299.0
U000517,0.8,High,299.0
U000155,0.7929536630496595,High,499.0
U000736,0.7920045720230999,High,299.0
U000182,0.7919215565252189,High,299.0
U002332,0.7873954200090196,High,299.0
U001626,0.7853543426576963,High,499.0
U000820,0.7853543426576963,High,499.0
U001765,0.783062344038647,High,299.0
U000410,0.7768900772330757,High,299.0
U000395,0.7753543426576964,High,499.0
U000329,0.7732911845021303,High,299.0
U001465,0.7553543426576964,High,299.0
U002310,0.73434591863866,High,799.0
U001803,0.7299582350727593,High,299.0
U000612,0.7130447792215167,High,499.0
U000810,0.7000262114051954,High,499.0
U002406,0.6779536630496594,High,499.0
U000015,0.662900553280197,High,299.0
U002189,0.6536512747864259,High,299.0
U000141,0.6518142968142968,High,299.0
U002376,0.6518142968142968,High,299.0
U002218,0.6518142968142968,High,299.0
U001088,0.6518142968142968,High,299.0
U001056,0.65,High,299.0
U001722,0.6457797274393781,High,499.0
U000356,0.635,High,499.0
U000719,0.6237778744823309,High,499.0
U000477,0.6122503810389293,High,299.0
U002173,0.61,High,299.0
U002099,0.6074009508716324,High,499.0
U001267,0.6034171300234326,High,499.0
